"('P0', 'id')","('P1_a ', 'Idade')","('P1_b ', 'Genero')","('P1_e_b ', 'Regiao onde mora')","('P1_h ', 'Nivel de Ensino')","('P2_f ', 'Cargo Atual')","('P2_g ', 'Nivel')","('P2_h ', 'Faixa salarial')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P2_q ', 'Atualmente qual a sua forma de trabalho?')","('P2_r ', 'Qual a forma de trabalho ideal para você?')","('P2_a ', 'Qual sua situação atual de trabalho?')","('P2_o ', 'Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?')","('P2_o_a ', 'Remuneração/Salário')","('P2_o_b ', 'Benefícios')","('P2_o_c ', 'Propósito do trabalho e da empresa')","('P2_o_d ', 'Flexibilidade de trabalho remoto')","('P2_o_e ', 'Ambiente e clima de trabalho')","('P2_o_f ', 'Oportunidade de aprendizado e trabalhar com referências na área')","('P2_o_g ', 'Plano de carreira e oportunidades de crescimento profissional')","('P2_o_h ', 'Maturidade da empresa em termos de tecnologia e dados')"
qxbl6bxh5ft3mue2ru36hqxbl6bheo36,24.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
qwnuu6klgi8cw40yqwnuufbp8b2bwp8e,25.0,Masculino,Centro-oeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
qvo948yo7hav5z9xq5xqvo948y032380,38.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
quvj47dzyt2xe179qoazquvj47dzm665,35.0,Masculino,Sul,Pós-graduação,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
quqd1fowxjtxniurq5fwdquqd1fiuu9g,29.0,Feminino,Sudeste,Mestrado,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
quj2ubbkrhhseakilcquj2uqujng67y8,39.0,Masculino,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Propósito do trabalho e da empresa, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
qudlypj2u34fu27dyqudld3qw2r69p9q,28.0,Masculino,Nordeste,Pós-graduação,Outro,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empreendedor ou Empregado (CNPJ),"Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
nn3g17kq1c5zonn3gw9nunxmm4zki7fg,33.0,Masculino,Sudeste,Estudante de Graduação,Outro,Sênior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
mww33sx97bpguhncmww33sxhs9ei5f56,21.0,Masculino,Sudeste,Estudante de Graduação,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qtiartjfxzmua9hiqsopqtiar8r0ijia,27.0,Masculino,Sudeste,Não tenho graduação formal,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
qtgfi160xgucjcgqtgfz9yl9cte8hr1y,28.0,Masculino,Sudeste,Mestrado,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Servidor Público,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho",1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
qtd2iz1swyail495dqqtd2iyfu6gwzap,32.0,Masculino,Sudeste,Doutorado ou Phd,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo 100% remoto,Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
qswm9uoykjm774qswm9uoy0wazc1fhqf,30.0,Feminino,Sudeste,Graduação/Bacharelado,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
f2eqyczi54cod83hgsi23f2eqyczibt1,51.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
qqol61yxpjl18m9uyvfqqol61yr4wm9e,24.0,Feminino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
qpreiuh7tqtsqqpr3ijncaltek41gfs3,23.0,Masculino,Sudeste,Estudante de Graduação,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Estagiário,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
mgyljgpz7bsewb174zm1pmgyljgpz98t,21.0,Masculino,Norte,Estudante de Graduação,Suporte Técnico,Pleno,Menos de R$ 1.000/mês,de 2 a 3 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qozzri516hucdw804lqozzshfx6v51nm,25.0,Masculino,Sudeste,Estudante de Graduação,Outro,Júnior,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
m014xpdia3ad3hik2sxshm014xp14vx7,22.0,Masculino,Norte,Estudante de Graduação,Cientista de Dados/Data Scientist,Júnior,Menos de R$ 1.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Estagiário,Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
lp5vydvtucti8x9kmh2klp5vydvixfyj,23.0,Masculino,Nordeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qmcg6ggp7bg3wb5p72qmcga34ogh2bp8,26.0,Masculino,Centro-oeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Benefícios, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
qlvie36uar7wr804bt4qlviek49sjd9a,42.0,Feminino,Centro-oeste,Mestrado,Analista de Dados/Data Analyst,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
a49bpwwlqfrcca9a49bp8cttqvd0ngc4,42.0,Masculino,Nordeste,Pós-graduação,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
qkca51fmfshhj3iqkcwdrlkxlrv3jox4,33.0,Masculino,Sudeste,Mestrado,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
qjw6xfhj5fb0j0z0qjw6ho1b5drzwq6n,24.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
qix9b83i7lf9slmb23xqixabwflczbix,26.0,Feminino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Remuneração/Salário, Benefícios, Oportunidade de aprendizado e trabalhar com referências na área",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
qiouicue6hcnhx95sbhep1qioui7xb4h,31.0,Masculino,Sudeste,Pós-graduação,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
kyguvyvhlkth8dkygue3w7qow3qb697f,28.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qh78ecetx52vcl5ugsqh78ecjjvor428,42.0,Masculino,Sudeste,Pós-graduação,DBA/Administrador de Banco de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
qgpx1glv6enjgge3x2pq5qgpx1g8cpug,30.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
qdhzbn9d042u4qpzgqdhzb6u9xypb4xh,31.0,Masculino,Sudeste,Graduação/Bacharelado,Outras Engenharias (não inclui dev),Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Local de trabalho (Cidade/Região, caso Remoto não seja uma opção)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
krckp362eb2978z7gtdkrckp3j1re9pf,24.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qcxeo83820wl7vx23wd7cqcxeo4dgzt7,28.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
9bu650ahjlstb9bu651tghrutvrur79d,43.0,Masculino,Nordeste,Estudante de Graduação,,,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados",0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
kpool1992gpxx17n5v24kpoollj9rgpn,24.0,Masculino,Centro-oeste,Pós-graduação,Desenvolvedor ou Engenheiro de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
qcj963t3stgmgn44u5uueyqcj963i2w8,28.0,Masculino,Sudeste,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Propósito do trabalho e da empresa, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
qbm2lvl86bqd1pvntawqbm2la371wewg,25.0,Masculino,Sudeste,Estudante de Graduação,Desenvolvedor ou Engenheiro de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
qb8yzj3aiuif71gqb8yzj3aiydrbl4fh,42.0,Masculino,Sudeste,Pós-graduação,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
q9h375rpk2zibq920a5gartpnl9mnn3d,23.0,Masculino,Sul,Graduação/Bacharelado,Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Ambiente e clima de trabalho, Propósito do trabalho e da empresa, Remuneração/Salário",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
q9ewdjp1r8jnvbmm6q9sqzj124rks9c6,33.0,Masculino,Sudeste,Não tenho graduação formal,Suporte Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,Empregado (CLT),"Qualidade dos gestores e líderes, Remuneração/Salário, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hgxnwmgjyg7wgr0aggjsx6mhgxnwmdd2,31.0,Masculino,Sudeste,Graduação/Bacharelado,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),Plano de carreira e oportunidades de crescimento profissional,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
q8low66g7sq3vbn5puoju2q8low66k5c,25.0,Masculino,Nordeste,Graduação/Bacharelado,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
q83524msrq1a8ygq83md8akptdey8r7o,27.0,Masculino,Sudeste,Estudante de Graduação,Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empregado (CLT),"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
q7soe0i6y3jp6vztuxq7soyx7q0gnga3,37.0,Masculino,Centro-oeste,Pós-graduação,Engenheiro de Dados/Data Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Empreendedor ou Empregado (CNPJ),"Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados, Plano de carreira e oportunidades de crescimento profissional",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
q7bsoo6q4qb1hkl0q7bso185j8dr1d4u,36.0,Masculino,Sudeste,Não tenho graduação formal,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Não tenho experiência na área de dados,Modelo 100% remoto,Modelo 100% remoto,Empregado (CLT),"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Benefícios",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
q7avcmh34qvic3je89rm6kq7avcmhfh6,28.0,Masculino,Sudeste,Graduação/Bacharelado,Desenvolvedor ou Engenheiro de Software,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 5 anos,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
